fold num,imgid,label,feature1,feature2,feature3
5,57113348-f0fa-49d9-9d53-46edc4ae7bdb___RS_HL 6215_final_masked.jpg,0,19388.5,0,611.3107439
6,57b5c040-d081-45ad-a73b-948eb18dd3eb___RS_HL 7826_final_masked.jpg,0,158,0,1084.111821
7,57e50846-b756-498f-a4b7-84571faed0ab___RS_HL 7541_final_masked.jpg,0,99,0,700.523947
8,57ef10ab-f1fe-4b14-ad46-91b4255f2e49___RS_HL 5796_final_masked.jpg,0,68,0,375.445739
9,58200f54-e3ef-4546-9378-0700a030e697___RS_HL 8005_final_masked.jpg,0,60,0,540.9015827
0,5820f6e9-8564-4b16-b548-4565567b07c0___RS_HL 7793_final_masked.jpg,0,181.5,0,1278.721993
1,5823ffd3-bd23-4088-80f5-dd33ae876694___RS_HL 7765_final_masked.jpg,0,140,0,1092.028561
2,5857071f-208a-40a0-85f2-6bc9f5a98fea___RS_HL 6026_final_masked.jpg,0,139,0,960.1463113
4,590363be-ab1f-4d0e-87a5-d632b28d79e0___RS_HL 7334_final_masked.jpg,0,160,0,1070.454967
5,5915bea7-aecc-4247-acfe-6e115e7c9836___RS_HL 7703_final_masked.jpg,0,22345.5,0,661.5117544
6,5941b857-a525-4aff-ba20-def608d63c4d___RS_HL 6119_final_masked.jpg,0,83,0,964.4061968
7,594c429c-488e-4d8e-9b44-c3929cecafc9___RS_HL 5878_final_masked.jpg,0,50.5,0,478.7178172
8,594d37c6-accf-4ea8-9c97-8a9e0300010d___RS_HL 8019_final_masked.jpg,0,83,0,782.5828221
9,595381e5-c16b-4348-aaea-00763903646d___RS_HL 6153_final_masked.jpg,0,28.5,0,523.1198381
0,5977222a-8f4a-44b3-9960-61fcf36c5e7f___RS_HL 5664_final_masked.jpg,0,122,0,1169.057999
1,5a0aa782-76a8-4de9-89e9-47cb35d222e3___RS_HL 6310_final_masked.jpg,0,154.5,0,1080.413337
2,5a2ee566-426a-4422-b8e7-14e2e3190846___RS_HL 7486_final_masked.jpg,0,152.5,0,1080.271202
3,5a92a89d-a10e-423c-aed8-8505e04e15dc___RS_HL 7836_final_masked.jpg,0,106,0,613.6955199
4,5ac41a3d-ca1b-4215-a7a5-500d77acc67a___RS_HL 5931_final_masked.jpg,0,15758.5,0,686.4823169
5,5ade6606-f111-4074-a533-30f215297f08___RS_HL 6282_final_masked.jpg,0,144.5,0,1344.923004
6,5adf1cdb-17bc-4871-ad87-ccdf715cfdb7___RS_HL 7309_final_masked.jpg,0,197.5,3.5,1002.874233
8,5b264ecb-2c4c-47f3-93ec-c9f79a3e8e09___RS_HL 7401_final_masked.jpg,0,72.5,0,744.0559107
9,5b8c01e5-748f-4b5b-b64b-26bb129a5db6___RS_HL 7996_final_masked.jpg,0,228,39.5,1511.27329
0,5ba92c8d-c731-436f-9d77-5685ec780f5f___RS_HL 8120_final_masked.jpg,0,112.5,0,766.3645667
1,5bf61b7f-4211-4667-b004-3481279854f2___RS_HL 8095_final_masked.jpg,0,184,0,1006.597103
2,5bfc7dd9-17aa-4e40-b7f3-6033dc95f408___RS_HL 5717_final_masked.jpg,0,92,0,614.9259679
3,5c320c7a-e164-43d0-adab-b966ff9e2c1a___RS_HL 8055_final_masked.jpg,0,182.5,0,1048.354462
4,5c554f84-2f25-4a08-8cd9-561a0c56fc12___RS_HL 5820_final_masked.jpg,0,83,0,956.6072073
5,5c74b103-09f2-48ae-bbdd-7aa9aaf929cc___RS_HL 5649_final_masked.jpg,0,169,0,556.3229365
6,5ceb4c0b-09ea-48e5-87b8-454adc630534___RS_HL 7573_final_masked.jpg,0,92,0,607.754395
7,5ceefac5-fa4f-4b5c-b270-3a945fc89ec0___RS_HL 6191_final_masked.jpg,0,24479,0,661.4112492
8,5d1bb18d-dda0-4079-b3c5-62bc50c3ce35___RS_HL 7560_final_masked.jpg,0,167,0,1315.023509
9,5d4206ed-09fa-42d5-a42d-2fc98cb4820d___RS_HL 6032_final_masked.jpg,0,165,0,1259.165644
0,5d542bd8-d3c1-484e-9cc1-e7c409aff1f8___RS_HL 6197_final_masked.jpg,0,15534.5,0,534.3157963
1,5d738917-48c8-4a27-90e9-0a4eac076fbc___RS_HL 5999_final_masked.jpg,0,28.5,0,314.8355674
3,5dba053d-d3b0-49b9-babc-4f1e8e7d3f59___RS_HL 6235_final_masked.jpg,0,130,0,1326.454967
4,5decc9b0-698c-49d0-906b-1a679b0001f9___RS_HL 6245_final_masked.jpg,0,116,0,1013.945301
5,5ded9dac-20e0-4e68-a202-43c6723c335d___RS_HL 6186_final_masked.jpg,0,60.5,0,694.7422024
6,5e39c42c-b499-495f-8612-eb3a1079d594___RS_HL 6047_final_masked.jpg,0,95.5,0,973.1929938
7,5e552830-5ccd-4f85-9f77-ed63db285890___RS_HL 5994_final_masked.jpg,0,89.5,0,824.2224313
8,5e6846df-21b1-444c-ac0d-34c67443dbef___RS_HL 7270_final_masked.jpg,0,84.5,0,728.6833273
9,5ee4cb1c-d933-4e89-b364-9b740b48e077___RS_HL 6224_final_masked.jpg,0,66,0,504.5584369
0,5eea6ca0-2fb5-4382-bd60-2893d4367bc3___RS_HL 6007_final_masked.jpg,0,89.5,0,798.0802959
1,5f067f00-b2c7-4948-b961-b940b4b148db___RS_HL 5860_final_masked.jpg,0,101.5,0,734.5655771
2,5f1b959d-c157-455f-baea-258293cad073___RS_HL 6114_final_masked.jpg,0,110.5,0,647.2518688
3,5f4ef432-dcd4-4035-811a-b86aff3c885f___RS_HL 5963_final_masked.jpg,0,24000,0,624.5828221
4,5f83961d-85ba-4fed-9d97-dbf83c2965d9___RS_HL 6029_final_masked.jpg,0,156.5,0,1030.129066
5,5fbda72a-a8f7-4ac9-a1d9-6c8d2e316297___RS_HL 7747_final_masked.jpg,0,174,0,1308.337217
6,5fc41ba8-baf5-47ce-b6e5-3741dd3b154f___RS_HL 5965_final_masked.jpg,0,214.5,0,1349.775816
7,5fc76906-09db-4c86-a95e-f3c8d70c29c6___RS_HL 7414_final_masked.jpg,0,153,0,1030.856988
8,5fd5b78d-72e9-4e04-99cf-a1b4ef4ba485___RS_HL 7852_final_masked.jpg,0,72.5,0,484.600067
9,5fd95287-1688-4342-8105-ad21af63aeac___RS_HL 8078_final_masked.jpg,0,159.5,0,962.4722122
0,602a8c1f-1fa9-4141-b589-d514acc17ce4___RS_HL 6016_final_masked.jpg,0,94.5,0,933.3940042
1,6034f340-2122-4fe1-8696-cd5327f6984f___RS_HL 7445_final_masked.jpg,0,84.5,0,653.5117544
2,60385266-12df-445f-9fcf-196b1f91c254___RS_HL 8070_final_masked.jpg,0,144.5,0,1001.785921
3,603b96cc-3237-4ddf-97b9-11ddbf4840f0___RS_HL 7598_final_masked.jpg,0,86.5,0,623.5117544
4,605bebdc-6d3e-4cfe-8498-3ccd1028e76d___RS_HL 7877_final_masked.jpg,0,60.5,0,401.6883796
5,606de063-baa7-4f80-b474-6e5cf4ea010a___RS_HL 7979_final_masked.jpg,0,154,0,1034.513842
6,60a20878-4945-491b-adff-ca8829824261___RS_HL 5847_final_masked.jpg,0,52.5,0,449.6883796
7,60af8fc1-7f44-496c-9999-507d06e92142___RS_HL 7278_final_masked.jpg,0,137,0,1146.655978
8,60be19f7-984f-4e9d-ad1d-4d21ea4c0eef___RS_HL 7966_final_masked.jpg,0,160,0,1179.42553
9,614e548e-9a13-428c-89bf-353a1880cf73___RS_HL 8190_final_masked.jpg,0,18719.5,0,586.600067
0,61697828-b645-4f07-844a-dc9902713d3e___RS_HL 7363_final_masked.jpg,0,112,0,1040.773728
1,616a7bd4-b200-4057-9c03-3cdedae3992a___RS_HL 7614_final_masked.jpg,0,136.5,0,1242.555472
2,61cac07b-9d6e-4fac-b60f-410280d94ed1___RS_HL 7455_final_masked.jpg,0,171,0,1106.597103
3,61cc71ec-5d4d-4c85-939b-77e8cd75fafe___RS_HL 6038_final_masked.jpg,0,262,0,1163.42553
4,62047680-5efb-4779-99e0-d2bfe2ddba8a___RS_HL 7791_final_masked.jpg,0,170,0,1256.964634
5,6224ac4b-d395-4137-974b-e945c5655dbe___RS_HL 5960_final_masked.jpg,0,118,0,1198.430582
6,622b6e6e-1388-4933-9f74-3ae54937a3d7___RS_HL 5920_final_masked.jpg,0,125.5,0,1052.531087
7,6272b53a-1ade-46fc-85e8-cf9517c6e0ed___RS_HL 7858_final_masked.jpg,0,41,0,463.84776
9,62c6270f-9667-492e-be5b-ee599927718a___RS_HL 7671_final_masked.jpg,0,173.5,0,1350.236712
0,62d3964c-3cc9-495c-94d5-0558f5fe3063___RS_HL 7607_final_masked.jpg,0,119.5,0,823.3351291
1,62e8755e-c7c8-4eb9-b937-4dd4f1e14723___RS_HL 7339_final_masked.jpg,0,139.5,0,1220.011316
2,6379ed3c-dd03-4f07-a773-84842960d921___RS_HL 7741_final_masked.jpg,0,114.5,0,651.7371501
3,638ea400-bbc7-4642-b7f3-f57e2f3409cb___RS_HL 7718_final_masked.jpg,0,216,0,1207.047894
4,63f2f961-ac3f-4a2d-9fc1-6987e8da97cc___RS_HL 7447_final_masked.jpg,0,21640,0,607.9554055
5,6422d3df-4b2d-4e73-b1c9-3da9f763cb75___RS_HL 7259_final_masked.jpg,0,103.5,0,928.5067021
6,6437e60f-2ce4-447d-be7f-b2fb181eef42___RS_HL 5992_final_masked.jpg,0,57.5,0,596.1147858
7,643e172f-02bf-4021-9587-6cfd21c8a344___RS_HL 6053_final_masked.jpg,0,60,0,608.5584369
8,64764c6e-6e57-4fbe-903f-06103bd72a38___RS_HL 5951_final_masked.jpg,0,25644.5,0,657.5706295
9,647ab085-3f32-4ff1-9972-bef63cb4085e___RS_HL 7595_final_masked.jpg,0,154,0,1156.312832
1,6519f187-e99f-4a02-9a28-eb4e167ea35c___RS_HL 6015_final_masked.jpg,0,149,0,1085.342269
2,65a6866e-a6ea-46d5-a8ca-413f98cd8b7a___RS_HL 5817_final_masked.jpg,0,58.5,0,580.600067
3,65a6d1f7-616e-40b7-8ebb-8b895c69a7dd___RS_HL 7813_final_masked.jpg,0,182.5,0,1095.66817
4,65c5f31a-626b-4e2c-afd1-d740ce4ab7d8___RS_HL 7995_final_masked.jpg,0,126.5,31.5,899.4183894
5,65f9450e-cd32-465c-b2cd-e24111798fb1___RS_HL 7950_final_masked.jpg,0,97.5,0,1262.589962
6,65fcf384-964b-41c5-9a54-aecb473283d2___RS_HL 7672_final_masked.jpg,0,24963,0,671.2691138
7,6627c6e7-9d4f-41a7-9d86-ad04cfe2841a___RS_HL 7442_final_masked.jpg,0,248,0,1687.782956
8,6695f23d-03f2-48ce-a3fe-b0fcd4f4972c___RS_HL 5884_final_masked.jpg,0,181,0,1236.680363
9,66b2ddc7-46d8-487c-a93b-43d4332b7a31___RS_HL 5764_final_masked.jpg,0,43.5,0,527.3452338
0,6758f085-1397-42a4-8b03-2f5e87f3bedd___RS_HL 5751_final_masked.jpg,0,96.5,0,742.7665876
1,6760f8fc-05d5-4cdb-ba7c-4d87d508bb79___RS_HL 8185_final_masked.jpg,0,85.5,0,746.4823169
3,67bb4b6e-c398-42db-a269-7aa2e06fee3f___RS_HL 7610_final_masked.jpg,0,110.5,0,687.2518688
4,6806c56d-b5d6-45fc-8e96-0d8def5932b9___RS_HL 5692_final_masked.jpg,0,181.5,0,1289.266149
5,682b3d72-607f-404f-b9e8-48acc1574f41___RS_HL 7419_final_masked.jpg,0,116,0,776.7493427
6,686a65da-b541-4b08-94bf-631cf6d27449___RS_HL 7584_final_masked.jpg,0,102,0,725.9797907
7,686f612d-bb49-409a-8afa-0707481774fe___RS_HL 8184_final_masked.jpg,0,151,0,1139.484405
8,68812d5a-2b5d-4a89-b8de-f8f87422f321___RS_HL 6280_final_masked.jpg,0,157.5,0,1178.981879
1,68bec77e-3c62-4ea5-85e4-fa29068ebb34___RS_HL 7340_final_masked.jpg,0,108.5,0,747.3940042
2,68d3346d-11c5-4ad7-ba09-2f616dde3848___RS_HL 7428_final_masked.jpg,0,198,0,1390.077332
3,68dd3ff0-d8d5-49a7-8813-46293114d967___RS_HL 7990_final_masked.jpg,0,125,0,983.8031654
5,68fdb88e-755a-47c3-8e60-600533b8a53c___RS_HL 7780_final_masked.jpg,0,49.5,0,375.7472547
7,69344270-ab7c-44c1-a395-03dfb984108a___RS_HL 5925_final_masked.jpg,0,10291.5,0,695.1097335
8,6935b4ee-4f53-4f11-b2bf-d9e7db6dcaa9___RS_HL 7253_final_masked.jpg,0,184,0,1382.077332
9,698bc8a2-cead-4946-8d9a-abe38760d1fb___RS_HL 5855_final_masked.jpg,0,62.5,0,513.7716399
0,6a2b2664-0e91-455c-8978-64c097631604___RS_HL 7808_final_masked.jpg,0,119,0,643.9797907
1,6a5ded2c-8123-4d42-86fe-7be3c9f268a1___RS_HL 6302_final_masked.jpg,0,134,0,1295.969686
2,6aa4217e-6d45-4a3b-8804-99fe82bd8925___RS_HL 7627_final_masked.jpg,0,126.5,0,1377.040754
3,6acc4c43-8bc1-4a6e-a6d6-93474e9c8502___RS_HL 7654_final_masked.jpg,0,199,0,1318.420477
4,6b106a6f-b47f-40a3-8825-f7bfea6163d7___RS_HL 7905_final_masked.jpg,0,129,0,903.5188947
5,6b11324f-6b70-40d7-9cd2-f7d36b0c69cd___RS_HL 7431_final_masked.jpg,0,116,0,931.5188947
6,6b1696f3-a455-4ac4-b5e4-2839681937fe___RS_HL 5867_final_masked.jpg,0,74.5,0,498.4579316
7,6bf1bcc0-0e98-4f3c-901d-ab8552f04fdd___RS_HL 7899_final_masked.jpg,0,178,0,1313.650925
8,6c8764e8-c52e-421a-995d-dc3fdce8f40f___RS_HL 7380_final_masked.jpg,0,74.5,0,759.1686085
9,6d276438-7f26-4b65-b425-a18ce241ab04___RS_HL 6050_final_masked.jpg,0,135,0,604.8427076
0,6d92d301-d0e2-4c46-8715-afa326a6d5d9___RS_HL 8193_final_masked.jpg,0,142,0,993.2590091
1,6dd6bf2b-b606-46fd-af76-6c9166c7d626___RS_HL 7276_final_masked.jpg,0,195.5,0,1030.437722
2,6dea065f-3b56-4372-a04a-ab6d20e47234___RS_HL 7453_final_masked.jpg,0,143.5,0,1263.66817
4,6e158c4d-f39d-4667-9fb1-7ff184fd7288___RS_HL 6192_final_masked.jpg,0,24356.5,0,687.1686085
5,6e9b4ada-0f43-4de2-8e5d-463a3cb4da0f___RS_HL 7495_final_masked.jpg,0,170,0,1032.597103
6,6f354ce6-6c55-4cf0-a63e-11f901af67d6___RS_HL 8103_final_masked.jpg,0,120.5,0,726.3645667
7,6fb1530c-0b24-48df-b2f2-02a8498546ad___RS_HL 8168_final_masked.jpg,0,164,0,1213.768676
8,6fdc92a4-12e5-43f3-8766-96f49075b59d___RS_HL 8015_final_masked.jpg,0,152.5,0,1169.3839
9,6fe99b1c-d402-4756-a21b-ff964b999adb___RS_HL 6253_final_masked.jpg,0,73,0,659.9554055
0,7007d57a-a05a-41b5-a80f-9fe33debaf1a___RS_HL 7354_final_masked.jpg,0,53.5,0,936.4823169
1,70491e38-2a9e-4fb7-9ab5-dfa49d46b202___RS_HL 7758_final_masked.jpg,0,79.5,0,706.5411919
2,705990f2-bc4f-4568-af0b-2f58bd3b51a0___RS_HL 7608_final_masked.jpg,0,56.5,0,507.3452338
4,70b3a226-962d-4d2c-a6c0-31cb3d1eab4e___RS_HL 6189_final_masked.jpg,0,41,0,394.1909058
5,70bfc07a-818d-44fd-bd98-fc779161abce___RS_HL 6105_final_masked.jpg,0,147,0,1077.685415
6,70e5bc17-eaff-43e3-b198-2658561b63b1___RS_HL 5866_final_masked.jpg,0,60,0,482.9015827
7,712b5957-4109-4ed4-a393-a6605ebe6c08___RS_HL 5750_final_masked.jpg,0,65,0,411.9310203
8,715ddd59-a49f-42e1-8eed-2c3dd29677fd___RS_HL 5832_final_masked.jpg,0,176.5,0,1249.810306
9,71689ece-34cc-4210-ad88-23ee1d26dfde___RS_HL 7924_final_masked.jpg,0,101.5,0,557.3107439
0,71757e95-73f9-4d07-b357-feb6b120f4fd___RS_HL 7280_final_masked.jpg,0,100,0,511.4112492
1,71b2b307-ddd7-48bf-b904-4d1101c9fc4b___RS_HL 7755_final_masked.jpg,0,138.5,0,1261.928056
2,72053aee-f044-46c5-ab44-322e198c3f1d___RS_HL 7588_final_masked.jpg,0,209.5,0,1247.63368
3,72059689-4c66-4922-8702-1a8d1fef1594___RS_HL 7729_final_masked.jpg,0,151,0,970.0285611
4,720d9250-e209-42bd-8be8-c3ee3e2a057f___RS_HL 5869_final_masked.jpg,0,37,0,524.4751766
5,7236c207-e185-4e16-ad82-77b1dde69e23___RS_HL 6173_final_masked.jpg,0,34.5,0,338.9777027
6,723a658e-85ee-431c-bfe7-a411686bd528___RS_HL 6074_final_masked.jpg,0,70,0,654.4406867
7,725e9b8f-f55c-44ce-a0d8-7b6829f86630___RS_HL 7532_final_masked.jpg,0,134,0,1037.259009
8,725fe867-1075-471a-b69d-6553d1445216___RS_HL 6127_final_masked.jpg,0,171,0,1246.881373
9,726e185f-50c5-47f4-98cd-f1fd333f717b___RS_HL 5862_final_masked.jpg,0,78,0,461.1858535
0,72910301-856e-491d-b929-efdc81bb3eb5___RS_HL 5765_final_masked.jpg,0,19086.5,0,621.7127649
1,72e2d888-0fd6-4bd0-be79-82715f062290___RS_HL 7621_final_masked.jpg,0,110,0,795.4356344
2,735b41f2-e433-4ca1-98eb-85b9af69a7bc___RS_HL 5879_final_masked.jpg,0,107.5,0,765.678275
3,73f042d4-5213-4618-9783-8ff76967cb75___RS_HL 7821_final_masked.jpg,0,147,0,789.9453008
4,741841f6-e95c-4206-ac05-c5cb98c7e7cd___RS_HL 5908_final_masked.jpg,0,134.5,0,1167.986931
5,7450ae7f-41df-4afb-a9f5-6a4059d7a4a1___RS_HL 5818_final_masked.jpg,0,59,0,390.617312
6,74ac887b-9c88-44bc-8f94-a1da87ccb3ef___RS_HL 7715_final_masked.jpg,0,146.5,0,1129.928056
7,74bda678-63b6-44fb-8e8f-259788239618___RS_HL 5830_final_masked.jpg,0,113.5,0,770.3645667
8,74d4928f-5a36-4f9b-acbe-be50736d397d___RS_HL 8169_final_masked.jpg,0,123.5,0,1024.874233
9,74df20a6-770a-4ab4-87a6-7020c98bc329___RS_HL 8064_final_masked.jpg,0,194,0,1241.39104
0,74f7c545-de83-473d-82de-1e8c89fd975a___RS_HL 8172_final_masked.jpg,0,167,0,1428.136207
1,74fa2964-1307-4b24-8361-0145f7f7f371___RS_HL 5919_final_masked.jpg,0,78,0,777.2691138
2,7519aef6-3f42-4dd9-8e9e-f3eced492298___RS_HL 5863_final_masked.jpg,0,89.5,0,794.5655771
3,752c8f77-8b65-46df-886f-e95346e7856f___RS_HL 5705_final_masked.jpg,0,11,0,298.7106769
4,753a02e9-3624-4692-a0c9-ccb78c8f916b___RS_HL 5782_final_masked.jpg,0,127,0,1250.170696
5,7569e8c8-96c8-4d87-8bcd-139566dd4d87___RS_HL 5763_final_masked.jpg,0,28,0,427.2203434
6,75872668-0901-4fe5-a995-80d0b0caee1c___RS_HL 8130_final_masked.jpg,0,87.5,0,656.4823169
8,75b7a5bc-e419-4312-b5d9-6c3446a24ef4___RS_HL 6079_final_masked.jpg,0,84,0,932.0386658
9,75bc8098-3ccc-4cc5-aff0-ce68b4fa2b82___RS_HL 7845_final_masked.jpg,0,111,0,692.1219261
0,76236e9c-1898-475e-b0f6-0d535e105432___RS_HL 7702_final_masked.jpg,0,23072.5,0,624.139171
1,76367d84-6702-4ef7-84f1-fe308315d04d___RS_HL 5967_final_masked.jpg,0,24472.5,0,765.5950147
3,76598665-5f8b-4e6e-86c4-36d528385387___RS_HL 6312_final_masked.jpg,0,53,0,800.215291
4,7671e6ca-f9a9-4657-a96a-1bcf0df3abe7___RS_HL 6231_final_masked.jpg,0,104.5,0,904.7077125
5,768f1904-8365-4d72-aa84-87d9f09ef2d5___RS_HL 7937_final_masked.jpg,0,168,0,1278.136207
6,76c0783e-5e1a-4a25-8371-9e7ef2a8c9d7___RS_HL 7465_final_masked.jpg,0,111,0,800.7493427
7,77004cfa-f435-49af-8435-7986927228ca___RS_HL 7609_final_masked.jpg,0,168,0,1171.42553
8,7703726c-19ce-4e3a-a921-1a84161b12d0___RS_HL 8174_final_masked.jpg,0,26092.5,0,677.0264732
9,7710d64d-83a3-46af-a9ff-535dd225523f___RS_HL 5788_final_masked.jpg,0,79,0,398.4163015
0,77273304-be77-4b74-a4ed-cd42826f4635___RS_HL 8178_final_masked.jpg,0,19308,0,607.6711347
1,772e7314-c24e-4126-aa12-224b27098319___RS_HL 5663_final_masked.jpg,0,201.5,0,1608.001212
2,7771f894-0889-44fc-93dc-0e0c1162a5e8___RS_HL 7870_final_masked.jpg,0,104,0,694.8082178
3,777d6fd1-feb3-4dac-afa7-79b507d48ffa___RS_HL 5859_final_masked.jpg,0,23.5,0,356.1492757
4,77a54591-ab85-4b5e-8341-62e599a9fc6f___RS_HL 8011_final_masked.jpg,0,106.5,0,748.908723
5,77b48eb5-7237-460f-8751-cfb231c917a7___RS_HL 7687_final_masked.jpg,0,153.5,53,1129.3839
6,77b8d24a-27e6-410e-97ef-faacc60c5a10___RS_HL 5831_final_masked.jpg,0,95.5,0,1074.447827
7,77c943f7-afbd-4d41-a40a-9e05a2600fbc___RS_HL 7475_final_masked.jpg,0,186,0,1112.195082
8,77ce37f4-d184-4798-87e9-57f7ca0d9536___RS_HL 6017_final_masked.jpg,0,13286,0,654.7249575
9,77dcceb4-6a47-42b6-837a-0b60999cd2d1___RS_HL 7471_final_masked.jpg,0,162,0,1183.910811
0,7804bbbb-77aa-4556-ba93-a47fed2eb008___RS_HL 6159_final_masked.jpg,0,70,0,655.754395
1,782b4257-75e0-46c4-8cf0-bae4f9895da6___RS_HL 7969_final_masked.jpg,0,100,0,544.2396762
2,78308303-e9ca-4cc5-861a-9a7d8017bdad___RS_HL 6176_final_masked.jpg,0,27,0,370.9360726
3,7842bd80-8940-4bc3-a3b0-baebe47b6451___RS_HL 5955_final_masked.jpg,0,25279.5,0,693.369619
4,786696fd-ef1f-4e75-9ddd-250b628d9fe3___RS_HL 6199_final_masked.jpg,0,118.5,0,672.2224313
5,7873b55d-17cc-4d91-8914-e2473d18b766___RS_HL 8067_final_masked.jpg,0,218,0,1330.846884
6,78e648c6-a360-4fa8-b8ab-1225b164b7fd___RS_HL 7243_final_masked.jpg,0,82,0,800.523947
7,792beb2d-d492-4a19-aa08-412963b87fc7___RS_HL 6314_final_masked.jpg,0,150.5,0,936.3300768
9,7a13d83d-7511-41c5-9fd5-9fd18d3cf3b1___RS_HL 5685_final_masked.jpg,0,49.5,0,369.7472547
0,7a193736-ff69-4887-8cd6-44e4639de68f___RS_HL 5996_final_masked.jpg,0,65.5,0,562.2569212
1,7a4ee5b1-1dff-4719-a2be-e5b1674ac63d___RS_HL 6162_final_masked.jpg,0,79,0,779.5533845
2,7a56c531-cfa6-43c7-8241-dddf921f39d4___RS_HL 6240_final_masked.jpg,0,150.5,0,1265.182889
3,7a5ad785-c05e-49bd-b1e0-4d9405bedfb5___RS_HL 7804_final_masked.jpg,0,156.5,0,1262.981879
4,7a95ed03-478d-4410-804f-1bab389d5f77___RS_HL 7678_final_masked.jpg,0,21207.5,0,650.0559107
5,7ac83dd1-c411-4348-82d9-f59abcf75924___RS_HL 7245_final_masked.jpg,0,109.5,0,618.6244522
6,7b0dc46f-4bfd-4329-85a3-06db12434d3a___RS_HL 7603_final_masked.jpg,0,66,0,615.3279889
7,7b236824-defb-40ae-8f83-76c00cf8b822___RS_HL 6222_final_masked.jpg,0,123,0,1287.54328
8,7b2e642b-cf2d-4154-b986-b7be01f215f5___RS_HL 7839_final_masked.jpg,0,131,0,937.2590091
9,7b5603c7-76c7-4b94-9c7a-5db00fb8581d___RS_HL 6064_final_masked.jpg,0,18602,0,640.7838326
0,7b7dde04-2c9d-47da-9b22-dc356a851810___RS_HL 5722_final_masked.jpg,0,100.5,0,870.0214208
2,7bf0ddc7-fa85-442b-859b-486b087a4641___RS_HL 5837_final_masked.jpg,0,60.5,0,544.1147858
3,7bf79f19-bb50-44cd-b8d5-0b4d6794689b___RS_HL 7989_final_masked.jpg,0,173,0,1195.910811
6,7c388477-2953-4b3d-8f22-7f9eed5fff5c___RS_HL 7527_final_masked.jpg,0,173.5,0,1378.319972
7,7c5e4508-64ba-4b06-8a5b-6d0147280d88___RS_HL 7577_final_masked.jpg,0,198,0,1363.59205
8,7cbd343b-9af0-47cb-9aa5-e19e675b3057___RS_HL 7265_final_masked.jpg,0,115.5,0,1145.986931
9,7ccedff8-c997-40f4-bcd6-50e43a783389___RS_HL 7936_final_masked.jpg,0,129,64,882.2051864
0,7d9eb65f-be86-4516-b239-cbf856aa5ed4___RS_HL 6110_final_masked.jpg,0,180.5,0,1075.810306
1,7dd45aba-e6cc-4ef9-a52c-5223c2e6b0ea___RS_HL 5877_final_masked.jpg,0,88,0,615.0681033
2,7de88302-023d-4979-ad91-88cb5c02f14b___RS_HL 7255_final_masked.jpg,0,183,0,1132.739238
3,7e2b569c-2eb5-4f4e-af96-e4cde4971634___RS_HL 6136_final_masked.jpg,0,155,0,1325.42553
4,7e502244-9105-4931-abde-46f8f7993fd7___RS_HL 7745_final_masked.jpg,0,147,0,1163.141259
5,7e582ef9-de24-4f2d-bfd7-a9c79dd4fb1f___RS_HL 5881_final_masked.jpg,0,186.5,0,1251.065139
6,7e721779-b328-4c32-ad15-889743f9846a___RS_HL 7832_final_masked.jpg,0,193,0,1257.106769
7,7ea27d6d-f7a0-44b3-b6a2-f24455deb48b___RS_HL 7589_final_masked.jpg,0,174.5,0,1403.55042
8,7ecec5dd-4dc9-4f1f-809c-4884d627a9e2___RS_HL 7467_final_masked.jpg,0,74,0,528.8427076
9,7f06e481-8f9a-47cd-860a-8fea5b81fe9b___RS_HL 6193_final_masked.jpg,0,21423,0,680.3574264
0,7f447118-8a9c-4e77-8333-d411d1124c7f___RS_HL 5849_final_masked.jpg,0,99,0,820.8082178
1,7f7a6126-8b21-49fd-8880-25ffd0234302___RS_HL 6027_final_masked.jpg,0,42.5,0,578.7178172
2,80089e7a-4c0c-492b-ac23-753be3617cbf___RS_HL 6099_final_masked.jpg,0,17498,0,607.2691138
3,801956aa-445e-4bb8-90bb-49dcea55c679___RS_HL 5865_final_masked.jpg,0,47.5,0,522.3746713
4,801b694b-8412-4e4d-96f7-98b42e3fe214___RS_HL 7494_final_masked.jpg,0,165.5,0,1356.378847
5,801feab6-e225-4ce5-8bf0-6fb44a767045___RS_HL 7723_final_masked.jpg,0,167,0,1328.337217
6,80392195-3a5e-4331-b824-5cd0e2dcc69d___RS_HL 5987_final_masked.jpg,0,174,0,1012.940248
7,803fcf75-7e13-45a8-bb3d-352140702555___RS_HL 5677_final_masked.jpg,0,156.5,0,1309.325024
8,8042447f-f615-4683-b8fc-267e746a4744___RS_HL 7820_final_masked.jpg,0,142,0,1224.170696
9,8098a8fe-6a51-485f-ab92-97350982e651___RS_HL 7474_final_masked.jpg,0,78.5,0,515.2274836
0,80b2c0f7-a3fe-40d9-904d-0d78ac00e35f___RS_HL 7883_final_masked.jpg,0,114.5,0,1001.903671
1,8130bd33-0680-4140-84c5-85f11c6c34ff___RS_HL 7397_final_masked.jpg,0,88.5,0,760.9675981
2,813a99b0-5df6-49cc-bd36-7910e0cb8912___RS_HL 7932_final_masked.jpg,0,80.5,0,490.9432129
3,8159ee63-0c79-4987-8d1d-42471d4e8b90___RS_HL 7508_final_masked.jpg,0,213.5,0,1441.716941
4,81666301-0038-450d-bd14-36d069f4f30a___RS_HL 7696_final_masked.jpg,0,104.5,0,763.3940042
5,817ae6f2-7f72-457f-889a-6cddeaf0945e___RS_HL 7674_final_masked.jpg,0,166.5,0,1318.579858
